#
# Transition date estimate for harvardbarn
#
# Site: harvardbarn
# Veg Type: DB
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2012
# Year max: 2022
# Final Processing Date: 2022-10-12
# Final Processing Time: 12:11:39
# Spline RMSE gcc_mean: 0.00294
# Spline RMSE gcc_50: 0.00295
# Spline RMSE gcc_75: 0.00308
# Spline RMSE gcc_90: 0.00345
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
harvardbarn,DB,1000,falling,gcc_50,2020-10-23,2020-10-20,2020-10-14,2020-10-24,2020-10-21,2020-10-16,2020-10-21,2020-10-18,2020-10-13,0.3111,0.3216,0.35243,0.30336,0.39418
harvardbarn,DB,1000,falling,gcc_50,2019-10-24,2019-10-21,2019-10-15,2019-10-25,2019-10-22,2019-10-16,2019-10-22,2019-10-19,2019-10-14,0.30033,0.31459,0.33853,0.29561,0.38063
harvardbarn,DB,1000,falling,gcc_50,2018-10-31,2018-10-28,2018-10-16,2018-11-01,2018-10-29,2018-10-21,2018-10-29,2018-10-26,2018-10-13,0.3133,0.3238,0.34652,0.30664,0.38459
harvardbarn,DB,1000,falling,gcc_50,2017-11-05,2017-11-02,2017-10-27,2017-11-06,2017-11-03,2017-10-29,2017-11-03,2017-10-31,2017-10-26,0.30233,0.31445,0.34053,0.29568,0.37949
harvardbarn,DB,1000,falling,gcc_50,2016-11-02,2016-10-31,2016-10-25,2016-11-03,2016-11-01,2016-10-27,2016-11-01,2016-10-29,2016-10-24,0.29888,0.31079,0.33569,0.29146,0.37672
harvardbarn,DB,1000,falling,gcc_50,2015-10-27,2015-10-25,2015-10-19,2015-10-28,2015-10-26,2015-10-21,2015-10-26,2015-10-24,2015-10-17,0.29922,0.31195,0.33767,0.2917,0.38215
harvardbarn,DB,1000,falling,gcc_50,2014-10-26,2014-10-23,2014-10-17,2014-10-27,2014-10-24,2014-10-19,2014-10-24,2014-10-21,2014-10-16,0.29835,0.31198,0.33729,0.29304,0.37845
harvardbarn,DB,1000,falling,gcc_50,2013-10-23,2013-10-19,2013-10-12,2013-10-24,2013-10-20,2013-10-14,2013-10-21,2013-10-17,2013-10-11,0.29557,0.30728,0.33098,0.28821,0.36937
harvardbarn,DB,1000,falling,gcc_50,2012-10-20,2012-10-18,2012-10-13,2012-10-21,2012-10-19,2012-10-15,2012-10-19,2012-10-17,2012-10-12,0.29243,0.30428,0.32899,0.28403,0.36994
harvardbarn,DB,1000,falling,gcc_mean,2021-11-03,2021-10-31,2021-10-24,2021-11-04,2021-11-01,2021-10-26,2021-11-01,2021-10-29,2021-10-23,0.31061,0.32473,0.35251,0.30354,0.39768
harvardbarn,DB,1000,falling,gcc_mean,2020-10-23,2020-10-20,2020-10-15,2020-10-25,2020-10-21,2020-10-16,2020-10-21,2020-10-18,2020-10-14,0.31079,0.32137,0.34797,0.30312,0.39144
harvardbarn,DB,1000,falling,gcc_mean,2019-10-24,2019-10-21,2019-10-15,2019-10-25,2019-10-22,2019-10-17,2019-10-22,2019-10-19,2019-10-14,0.29971,0.31411,0.33817,0.29494,0.37828
harvardbarn,DB,1000,falling,gcc_mean,2018-10-31,2018-10-28,2018-10-21,2018-11-01,2018-10-29,2018-10-24,2018-10-29,2018-10-26,2018-10-16,0.30611,0.31939,0.34183,0.30073,0.38263
harvardbarn,DB,1000,falling,gcc_mean,2017-11-06,2017-11-02,2017-10-28,2017-11-07,2017-11-03,2017-10-29,2017-11-04,2017-11-01,2017-10-27,0.29937,0.3152,0.33621,0.295,0.37694
harvardbarn,DB,1000,falling,gcc_mean,2016-11-02,2016-10-31,2016-10-25,2016-11-03,2016-11-01,2016-10-27,2016-11-01,2016-10-29,2016-10-24,0.29812,0.31009,0.33483,0.2908,0.3747
harvardbarn,DB,1000,falling,gcc_mean,2015-10-27,2015-10-25,2015-10-19,2015-10-28,2015-10-26,2015-10-21,2015-10-26,2015-10-24,2015-10-17,0.29961,0.31223,0.33711,0.29216,0.37968
harvardbarn,DB,1000,falling,gcc_mean,2014-10-25,2014-10-23,2014-10-16,2014-10-26,2014-10-24,2014-10-18,2014-10-24,2014-10-21,2014-10-15,0.30276,0.31189,0.3386,0.29524,0.3764
harvardbarn,DB,1000,falling,gcc_mean,2013-10-23,2013-10-19,2013-10-12,2013-10-24,2013-10-20,2013-10-15,2013-10-21,2013-10-17,2013-10-11,0.2955,0.30722,0.33035,0.28805,0.36824
harvardbarn,DB,1000,falling,gcc_mean,2012-10-20,2012-10-18,2012-10-13,2012-10-21,2012-10-19,2012-10-15,2012-10-19,2012-10-17,2012-10-12,0.291,0.30305,0.32796,0.28424,0.36727
